blind_id,repository,issue_number,url,title,github_labels,issue_body_excerpt,comments_excerpt,round2_primary_failure_label,round2_secondary_cause_labels_pipe_separated,round2_is_true_numerical_failure,round2_evidence_quote,round2_confidence_high_medium_low,round2_notes
GNF-0040-5f558cf9,pytorch/pytorch,180126,https://github.com/pytorch/pytorch/issues/180126,DISABLED test_triton_kernel_dtype_view_cfg_cpp_wrapper (__main__.KernelTests),module: rocm|module: tests|triaged|skipped|oncall: pt2|module: inductor|bot-triaged,Platforms: rocm This test was disabled because it is failing on main branch ([recent examples](https://torch-ci.com/failure?failureCaptures=%5B%22test%2Finductor%2Ftest_triton_kernels.py%3A%3AKernelTests%3A%3Atest_triton_kernel_dtype_view_cfg_cpp_wrapper%22%5D)). cc @jeffdaily @sunway513 @pruthvistony @ROCmSupport @jataylo @hongxiayang @naromero77amd @pragupta @jerrymannil @xinyazhang @mruberry @chauhang @penguinwu @voznesenskym @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @kadeng @muchulee8 @amjames @aakhundov @coconutruben,"<!-- validation-comment-start --><body>Hello there! From the DISABLED prefix in this issue title, it looks like you are attempting to disable a test in PyTorch CI. The information I have parsed is below: * Test name: `test_triton_kernel_dtype_view_cfg_cpp_wrapper (__main__.KernelTests)` * Platforms for which to skip the test: rocm * Disabled by `jithunnair-amd` Within ~15 minutes, `test_triton_kernel_dtype_view_cfg_cpp_wrapper (__main__.KernelTests)` will be disabled in PyTorch CI for these platforms: rocm. Please verify that your test name looks correct, e.g., `test_cuda_assert_async (__main__.TestCuda)`. To modify the platforms list, please include a line in the issue body, like below. The default action will disable the test for all platforms if no platforms list is specified. ``` Platforms: case-insensitive, list, of, platforms ``` We currently support the following platforms: asan, dynamo, inductor, linux, mac, macos, rocm, slow, win, windows, xpu. ### How to re-enable a test To re-enable the test globally, close the issue. To re-enable a test for only a subset of platforms, remove the platforms from the list in the issue body. This may take some time to propagate. To re-enable a test only for a PR, put `Fixes #180126` in the PR body and rerun the test jobs. Note that if a test is flaky, it maybe be difficult to tell if the test is still flaky on the PR. </body><!-- validation-comment-end -->",,,,,,
GNF-0041-2e844e08,numba/numba,9814,https://github.com/numba/numba/issues/9814,`snt_check()` appears not to handle core count correctly,bug - incorrect behavior,"[A user reports](https://numba.discourse.group/t/valueerror-the-number-of-threads-must-be-between-1-and-s/2792): > I receive this error when I run some code within a Docker container on one of our servers, to which I mounted 112 CPUs. I then receive this error message: `ValueError: The number of threads must be between 1 and 112`. This message looks like it comes from `snt_check()`: https://github.com/numba/numba/blob/075d175331382bc122036c51ead0ddc7e6209f5a/numba/np/ufunc/parallel.py#L566-L573 The value of `n` is not apparent, but I get the impression it's somehow been called with a bogus value, ~~possibly because of a race condition that's more likely to be apparent with a large number of cores (this is my best hypothesis for now).~~ likely because of the accessible CPU cores having indices (16-127) greater than the total number of accessible CPUs (112). The output from `numba -s` is: ``` System info: -------------------------------------------------------------------------------- __Time Stamp__ Report started (local time) : 2024-11-18 11:39:41.066498 UTC start time : 2024-11-18 11:39:41.066505 Running time (s) : 0.498412 __Hardware Information__ Machine : x86_64 CPU Name : znver2 CPU Count : 128 Number of accessible CPUs : 16 List of accessible CPUs cores : 16-127 CFS Restrictions (CPUs worth of runtime) : None CPU Features : 64bit adx aes avx avx2 bmi bmi2 clflushopt clwb clzero cmov crc32 cx16 cx8 f16c fma fsgsbase fxsr lzcnt mmx movbe mwaitx pclmul popcnt prfchw rdpid rdrnd rdseed sahf sha sse sse2 sse3 sse4.1 sse4.2 sse4a ssse3 wbnoinvd xsave xsavec xsaveopt xsaves Memory Total (MB) : 515796 Memory Available (MB) : 508046 __OS Information__ Platform Name : Linux-5.15.0-117-generic-x86_64-with-glibc2.35 Platform Release : 5.15.0-117-generic OS Name : Linux OS V...","@jeiglsperger Does this error happen every time? Maybe it's not a race condition, but perhaps we have two different ways of counting cores that are not reporting the same thing we expect inside a Docker container. Do you also have the docker command used to start the container, please? > List of accessible CPUs cores : 16-127 This is probably related to the issue - if 128 is `n`, then it would be greater than 112, but we're probably looking at mapping core counts incorrectly somehow. Hey @gmarkall, thanks for your answer. Yes, the error occurs every time. The command I started to docker container has the following structure: `docker run -it -v /home/user/repo/:/repo --cpuset-cpus 16-127 --gpus '""device=2""' --name container_name image` This issue is marked as stale as it has had no activity in the past 30 days. Please close this issue if no further response or action is needed. Otherwise, please respond with any updates and confirm that this issue still needs to be addressed. Thanks for the info @jeiglsperger - I suspect we should be able to replicate the issue with that info, and there's probably an issue that needs resolving in the way we check things in `snt_check()`.",,,,,,
GNF-0042-938c1ba1,jax-ml/jax,36766,https://github.com/jax-ml/jax/issues/36766,`jnp.searchsorted` fails with symbolic shapes on the sorted dimension during `jax.export`,bug,"### Description `jnp.searchsorted` raises `InconclusiveDimensionOperation` when the sorted array has a symbolic shape and is traced via `jax.export`. The values array having a symbolic shape works fine. The root cause is an eager overflow check in `SearchSorted.__init__`. ```python out_dtype.type(sorted_arr_aval.shape[dimension]) ``` This converts the sorted dimension size to a concrete int, which fails when symbolic. ## Reproduction ```python import jax import jax.numpy as jnp from jax import export f = jax.jit(lambda a, v: jnp.searchsorted(a, v)) export.export(f)( jax.ShapeDtypeStruct(export.symbolic_shape(""S""), jnp.float32), jax.ShapeDtypeStruct((3,), jnp.float32), ) # InconclusiveDimensionOperation: Symbolic dimension 'S' used in a context that requires a constant ``` ### System info (python version, jaxlib version, accelerator, etc.) ``` An NVIDIA GPU may be present on this machine, but a CUDA-enabled jaxlib is not installed. Falling back to cpu. jax: 0.9.2 jaxlib: 0.9.2 numpy: 2.4.4 python: 3.13.9 (main, Oct 31 2025, 23:02:44) [Clang 21.1.4 ] device info: cpu-1, 1 local devices"" process_count: 1 platform: uname_result(system='Linux', node='coder-nicholas-1gpu-west2', release='6.17.0-1010-gcp', version='#10~24.04.1-Ubuntu SMP Thu Mar 19 04:05:15 UTC 2026', machine='x86_64') $ nvidia-smi Tue Apr 14 13:52:07 2026 +-----------------------------------------------------------------------------------------+ | NVIDIA-SMI 580.126.09 Driver Version: 580.126.09 CUDA Version: 13.0 | +-----------------------------------------+------------------------+----------------------+ | GPU Name Persistence-M | Bus-Id Disp.A | Volatile Uncorr. ECC | | Fan Temp Perf Pwr:Usage/Cap | Memory-Usage | GPU-Util Compute M. | | | | MIG M. | |=========================================+==========...","As additional context: this was introduced in #34332. The old implementation works just fine. > As additional context: this was introduced in [#34332](https://github.com/jax-ml/jax/pull/34332). The old implementation works just fine. I don't think that's true; this is what I see when I run the above snippet in JAX v0.9.0 ```pytb --------------------------------------------------------------------------- TypeError Traceback (most recent call last) [/tmp/ipykernel_6975/1703611361.py](https://localhost:8080/#) in <cell line: 0>() 7 f = jax.jit(lambda a, v: jnp.searchsorted(a, v)) 8 ----> 9 export.export(f)( 10 jax.ShapeDtypeStruct(export.symbolic_shape(""S""), jnp.float32), 11 jax.ShapeDtypeStruct((3,), jnp.float32), [... skipping hidden 6 frame] [/usr/local/lib/python3.12/dist-packages/jax/_src/numpy/lax_numpy.py](https://localhost:8080/#) in _searchsorted_via_scan(unrolled, sorted_arr, query, side, dtype) 9358 go_left = op(query, sorted_arr[mid]) 9359 return (where(go_left, low, mid), where(go_left, mid, high)), () -> 9360 n_levels = int(np.ceil(np.log2(len(sorted_arr) + 1))) 9361 init = (array(0, dtype=dtype), array(len(sorted_arr), dtype=dtype)) 9362 vma = core.typeof(sorted_arr).vma TypeError: '_DimExpr' object cannot be interpreted as an integer ```",,,,,,
GNF-0043-75ac4cd1,numba/numba,10325,https://github.com/numba/numba/issues/10325,test failures related to tolerance (corruption / refcounting),needtriage|stale,"I am testing Numba locally and encountered 6 test case failures while running the test suite. git-hash of commit tested (current `main`): ``` esc@artemis [numba_3.14] [numba:main:★★★] ~/git/numba git show commit 25bc4ef1f6cb6084d0a125317b5605c11466cb53 (HEAD -> main, origin/main, origin/HEAD) Merge: 365f20334d 53772ad642 Author: Emergency Self-Construct <esc@users.noreply.github.com> Date: Thu Nov 6 18:19:04 2025 +0100 Merge pull request #10323 from esc/fix/editable_installs fix editable installs ``` conda environment: ``` esc@artemis [numba_3.14] [numba:main:★★★] ~/git/numba conda list # packages in environment at /Users/esc/miniconda3/envs/numba_3.14: # # Name Version Build Channel blas 1.0 openblas bzip2 1.0.8 h80987f9_6 ca-certificates 2025.11.4 hca03da5_0 expat 2.7.3 h982b769_0 libcxx 20.1.8 hd7fd590_1 libffi 3.4.4 hca03da5_1 libgfortran 5.0.0 11_3_0_hca03da5_28 libgfortran5 11.3.0 h009349e_28 libmpdec 4.0.0 h80987f9_0 libopenblas 0.3.30 hf2bb037_0 libzlib 1.3.1 h5f15de7_0 llvm-openmp 20.1.8 he822017_0 llvmlite 0.46.0b1 py314hc3eb27a_0 numba/label/dev lz4-c 1.9.4 h313beb8_1 ncurses 6.5 hee39554_0 numba 0.63.0b1+70.g53772ad642 pypi_0 pypi numpy 2.3.4 py314hde9b8b7_0 numpy-base 2.3.4 py314hb4b2851_0 openssl 3.0.18 h9b4081a_0 pip 25.2 pyh0d26453_1 python 3.14.0 h1858270_101_cp314 python_abi 3.14 1_cp314 readline 8.3 h0b18652_0 setuptools 80.9.0 py314hca03da5_0 sqlite 3.50.2 h79febb2_1 tk 8.6.15 hcd8a7d5_0 tzdata 2025b h04d1e81_0 xz 5.6.4 h80987f9_1 zlib 1.3.1 h5f15de7_0 zstd 1.5.7 h817c040_0 ``` Command and error log: ``` esc@artemis [numba_3.14] [numba:main:★★★] ~/git/numba python -m numba.runtests -m 12 skipped CUDA tests skipped CUDA tests Parallel: 10010. Serial: 702 [...] ====================================================================== FAIL: test_dynamic...","For completeness: ``` 1 esc@artemis [numba_3.14] [numba:main:★★★:»] ~/git/numba numba -s System info: -------------------------------------------------------------------------------- __Time Stamp__ Report started (local time) : 2025-11-06 19:24:10.630370 UTC start time : 2025-11-06 18:24:10.630384 Running time (s) : 0.711303 __Hardware Information__ Machine : arm64 CPU Name : apple-m4 CPU Count : 14 Number of accessible CPUs : ? List of accessible CPUs cores : ? CFS Restrictions (CPUs worth of runtime) : None CPU Features : Memory Total (MB) : 36864 Free Memory (MB) : 1619 __OS Information__ Platform Name : macOS-15.7-arm64-arm-64bit-Mach-O Platform Release : 24.6.0 OS Name : Darwin OS Version : Darwin Kernel Version 24.6.0: Mon Aug 11 21:15:09 PDT 2025; root:xnu-11417.140.69.701.11~1/RELEASE_ARM64_T6041 OS Specific Version : 15.7 arm64 Libc Version : ? __Python Information__ Python Compiler : Clang 20.1.8 Python Implementation : CPython Python Version : 3.14.0 Python Locale : en_US.UTF-8 __Numba Toolchain Versions__ Numba Version : 0.63.0b1+90.gc6fecb6ee9 llvmlite Version : 0.46.0b1 __LLVM Information__ LLVM Version : 20.1.8 __CUDA Information__ CUDA Target Implementation : Built-in CUDA Device Initialized : False CUDA Driver Version : ? CUDA Runtime Version : ? CUDA NVIDIA Bindings Available : ? CUDA NVIDIA Bindings In Use : ? CUDA Minor Version Compatibility Available : ? CUDA Minor Version Compatibility Needed : ? CUDA Minor Version Compatibility In Use : ? CUDA Detect Output: None CUDA Libraries Test Output: None __NumPy Information__ NumPy Version : 2.3.4 NumPy Supported SIMD features : ('NEON', 'NEON_FP16', 'NEON_VFPV4', 'ASIMD', 'FPHP', 'ASIMDHP', 'ASIMDDP') NumPy Supported SIMD dispatch : ('ASIMDHP', 'ASIMDFHM') NumPy Supported SIMD baseline : ('NEON', 'NEON...",,,,,,
GNF-0044-58d8c7b3,rapidsai/cudf,13233,https://github.com/rapidsai/cudf/issues/13233,[DOC] please update for Cuda 12xx,doc,Here https://docs.rapids.ai/install#WSL2 I followed the pip install instructions ``` pip install cudf-cu11 dask-cudf-cu11 --extra-index-url=https://pypi.nvidia.com pip install cuml-cu11 --extra-index-url=https://pypi.nvidia.com pip install cugraph-cu11 --extra-index-url=https://pypi.nvidia.com ``` but I have ``` @LAPTOP-DNCQ5AAC:/mnt/d/cuda/rapids/notebooks-contrib/community_tutorials_and_guides/cugraph$ nvidia-smi Thu Apr 27 10:21:54 2023 +---------------------------------------------------------------------------------------+ | NVIDIA-SMI 530.47 Driver Version: 531.68 CUDA Version: 12.1 | |-----------------------------------------+----------------------+----------------------+ | GPU Name Persistence-M| Bus-Id Disp.A | Volatile Uncorr. ECC | | Fan Temp Perf Pwr:Usage/Cap| Memory-Usage | GPU-Util Compute M. | | | | MIG M. | |=========================================+======================+======================| | 0 NVIDIA GeForce GTX 1650 On | 00000000:01:00.0 Off | N/A | | N/A 41C P8 2W / N/A| 0MiB / 4096MiB | 0% Default | | | | N/A | +-----------------------------------------+----------------------+----------------------+ +---------------------------------------------------------------------------------------+ | Processes: | | GPU GI CI PID Type Process name GPU Memory | | ID ID Usage | |=======================================================================================| | 0 N/A N/A 211 G /Xwayland N/A | | 0 N/A N/A 23730 C /python3.10 N/A | +---------------------------------------------------------------------------------------+ (base) nobu@LAPTOP-DNCQ5AAC:/mnt/d/cuda/rapids/notebooks-contrib/community_tutorials_and_guides/cugraph$ nvcc --version nvcc: NVIDIA (R) Cuda compiler driver Copyright (c) 2005-2023 NVIDIA Corporation Built on Mon_Apr__3_17:16:06_PDT_...,"Hi @nyck33, can you please include an example of the errors you're facing? I'm going to do my best to guess what might be going wrong. Another user recently reported this error: ``` ImportError: libcudart.so.11.0: cannot open shared object file: No such file or directory ``` RAPIDS is currently built on CUDA 11, so you need to install a CUDA Toolkit with that major version. Note that it's fine to use a newer _driver_ but the system must have a CUDA 11 _toolkit_. If this is the error you see, I think there is room for improvement in the docs. Both WSL2 support and pip support are fairly new, so we appreciate your help in reporting this. I'll file a PR to clarify this requirement in the docs here: https://docs.rapids.ai/install#pip-install In the meantime, I think you have a couple options: - Install a `cuda-toolkit` package inside WSL that is major version 11 (I recommend 11.8, the most recent minor version of CUDA 11). You can get that from this link: https://developer.nvidia.com/cuda-11-8-0-download-archive?target_os=Linux&target_arch=x86_64&Distribution=WSL-Ubuntu&target_version=2.0&target_type=deb_network - Note that you want to install `cuda-toolkit` and _not_ `cuda`, because `cuda` will include a driver as well as the toolkit. WSL can have problems if you install a driver package in WSL, because that driver should come from the host Windows machine. This is discussed further here: https://docs.nvidia.com/cuda/wsl-user-guide/index.html#cuda-support-for-wsl-2 - Install via conda. Installations with conda will come with `cudatoolkit` from `conda-forge`, and that means you don't have to install the CUDA Toolkit into your WSL system. @bdice that is exactly the problem I was facing but I went ahead and tried to fix it and that error disappeared but I'll try as you say...",,,,,,
GNF-0048-07821d1f,cupy/cupy,2248,https://github.com/cupy/cupy/issues/2248,floating point errors,st:awaiting-author|issue-checked,"Odd discrepancies for simple maths without overflow potential where there shouldn't really be disagreement ```bash nvidia-docker run --rm -it cupy/cupy /bin/bash -c python ``` ```python import numpy as np import cupy as cp b = np.arange(1e3, dtype='float64'); b2=(b**2-b-5)/2.0 a = cp.arange(1e3, dtype='float64'); a2=(a**2-a-5)/2.0 print((a2==cp.array(b2)).mean().item()) 0.937 # should be 1 cp.show_config() ``` ``` CuPy Version : 7.0.0a1 CUDA Root : /usr/local/cuda CUDA Build Version : 9020 CUDA Driver Version : 10010 CUDA Runtime Version : 9020 cuDNN Build Version : 7402 cuDNN Version : 7402 NCCL Build Version : 2402 NCCL Runtime Version : 2402 ```","In CuPy v7.0.0a1, `**` operator calls `pow` function. https://github.com/cupy/cupy/blob/v7.0.0a1/cupy/core/_routines_math.pyx#L403-L417 Due to the limitation of CUDA, computations results on the device may include error. Error bounds for each function are documented in the following page: https://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#standard-functions > pow(x,y) | 2 (full range) We will change `**` to avoid using `pow`, so this behavior may change in the future (next) releases. (see #2204 for details) Didn't realise you wanted a response. #2204 is unrelated. Other libraries such as tensorflow-gpu have put effort into ensuring results match the cpu implementions (e.g. convolving with tensorflow or tensorflow-gpu or numpy produces the same values, even including precision errors)",,,,,,
GNF-0049-80ab540f,cupy/cupy,6661,https://github.com/cupy/cupy/issues/6661,poly1d with int64 arrays -- unexpected output,cat:bug|prio:high,"### Description Hi there, I've found unexpected behaviour when fitting a polynomial using an int64 array. It seems that a polynomial created with `p = cp.poly1d(cp.polyfit(x, y, N))` requires a float array `x` when calling via `p(x)` -- see code example below. The output of `cp.polyfit` looks the same so `poly1d` seems to be the culprit. (I also note that Numpy has introduced a new `polynomial.Polynomial` for fitting, so this issue may not be high priority). Thanks! ### To Reproduce ```py import pylab as plt import cupy as cp # create x values using arange, default dtype is int64 x = cp.arange(1048576) - 1048576//2 # Create example polynomial to fit x_ = x.astype('float64') y = x_ + 0.5 * x_**2 - 0.05 * x_**3 + 0.001 * x_**4 - 0.00001 * x_**5 # Fit the polynomial p = cp.poly1d(cp.polyfit(x, y, 5)) # Plot polynomials plt.plot(cp.asnumpy(y)) plt.plot(cp.asnumpy(p(x_))) plt.plot(cp.asnumpy(p(x))) print(p(x).dtype) # prints float64 (not int64!) print(p(x_).dtype) # also prints float64 assert np.allclose(p(x_), p(x)) # will raise an error ``` ![image](https://user-images.githubusercontent.com/713251/163835045-d12b136d-6318-48ad-8f20-35bcc11de6c8.png) ### Installation Conda-Forge (`conda install ...`) ### Environment ``` (base) dancpr@blc00:~$ python -c 'import cupy; cupy.show_config()' OS : Linux-4.15.0-120-generic-x86_64-with-glibc2.23 Python Version : 3.9.5 CuPy Version : 9.6.0 CuPy Platform : NVIDIA CUDA NumPy Version : 1.20.3 SciPy Version : 1.7.3 Cython Build Version : 0.29.24 Cython Runtime Version : 0.29.24 CUDA Root : /opt/conda nvcc PATH : /opt/conda/bin/nvcc CUDA Build Version : 11020 CUDA Driver Version : 11010 CUDA Runtime Version : 11050 cuBLAS Version : (available) cuFFT Version : 10600 cuRAND Version : 10206 cuSOLVER Version : (11, 2, 1) cuSPARSE Version : ...","@telegraphic Thanks for your reporting! This bug looks to be caused by an int64 overflow. @asi1024 my pleasure, glad to hear it's reproducible and not just me! (and thanks for maintaining cupy :pray:)",,,,,,
GNF-0050-b61f01c8,rapidsai/cudf,20408,https://github.com/rapidsai/cudf/issues/20408,[BUG]: `IndexError` in `_decompose` when running pdsh query 17 with decimal data,bug|cudf-polars,"**Describe the bug** Running PDSH query 17 with decimal data at scale 10 errors with an `IndexError` **Steps/Code to reproduce bug** Generate the data: ``` ❯ tpchgen-cli -s 10 --format parquet --output-dir scale-10 ``` Run the query ``` POLARS_GPU_ENABLE_CUDA_MANAGED_MEMORY=0 python python/cudf_polars/cudf_polars/experimental/benchmarks/pdsh.py --path scale-10 --no-print-results --no-summarize --executor streaming --iterations 1 17 ``` which outputs ``` ❯ POLARS_GPU_ENABLE_CUDA_MANAGED_MEMORY=0 python python/cudf_polars/cudf_polars/experimental/benchmarks/pdsh.py --path scale-10 --no-print-results --no-summarize --executor streaming --iterations 1 17 (base) ❌ query=17 iteration=0 failed! Traceback (most recent call last): File ""/home/nfs/toaugspurger/gh/rapidsai/cudf/python/cudf_polars/cudf_polars/dsl/traversal.py"", line 222, in __call__ return self.cache[value] ~~~~~~~~~~^^^^^^^ KeyError: Select({'avg_yearly': <DataType(polars=Decimal(precision=None, scale=6), plc=<type_id.DECIMAL128: 27>)>}, (NamedExpr(avg_yearly, UnaryFunction(<DataType(polars=Decimal(precision=None, scale=6), plc=<type_id.DECIMAL128: 27>)>, 'round', (2, 'half_to_even'), Cast(<DataType(polars=Decimal(precision=None, scale=6), plc=<type_id.DECIMAL128: 27>)>, BinOp(<DataType(polars=Float64, plc=<type_id.FLOAT64: 10>)>, <binary_operator.TRUE_DIV: 4>, Cast(<DataType(polars=Float64, plc=<type_id.FLOAT64: 10>)>, Agg(<DataType(polars=Decimal(precision=15, scale=2), plc=<type_id.DECIMAL128: 27>)>, 'sum', None, <ExecutionContext.FRAME: 1>, Col(<DataType(polars=Decimal(precision=15, scale=2), plc=<type_id.DECIMAL128: 27>)>, 'l_extendedprice'))), Cast(<DataType(polars=Float64, plc=<type_id.FLOAT64: 10>)>, Literal(<DataType(polars=Decimal(precision=15, scale=2), plc=<type_id.DECIMAL128: 27>)>, Decimal('7.00')...",,,,,,,
GNF-0051-53841ba4,numba/numba,4713,https://github.com/numba/numba/issues/4713,Numba is not detecting the icc_rt libraries when installed with pip,wheels|installation,"Hello, I am trying to take advantage of Intel SVML. However, installing icc_rt by using pip (through PyCharm) does not make numba utilizes it since `numba -s` says SVML is False as below. [This instruction](http://numba.pydata.org/numba-doc/latest/user/performance-tips.html#intel-svml) only gives a way to install with conda. Is there any way to do it without conda? ``` System info: -------------------------------------------------------------------------------- __Time Stamp__ 2019-10-15 07:41:22.709866 __Hardware Information__ Machine : x86_64 CPU Name : skylake Number of accessible CPU cores : 12 Listed accessible CPUs cores : 0-11 CFS restrictions : None CPU Features : 64bit adx aes avx avx2 bmi bmi2 clflushopt cmov cx16 f16c fma fsgsbase invpcid lzcnt mmx movbe pclmul popcnt prfchw rdrnd rdseed sahf sgx sse sse2 sse3 sse4.1 sse4.2 ssse3 xsave xsavec xsaveopt xsaves __OS Information__ Platform : Linux-5.0.0-31-generic-x86_64-with-Ubuntu-18.04-bionic Release : 5.0.0-31-generic System Name : Linux Version : #33~18.04.1-Ubuntu SMP Tue Oct 1 10:20:39 UTC 2019 OS specific info : Ubuntu18.04bionic glibc info : glibc 2.25 __Python Information__ Python Compiler : GCC 8.3.0 Python Implementation : CPython Python Version : 3.6.8 Python Locale : en_US UTF-8 __LLVM information__ LLVM version : 8.0.0 __CUDA Information__ Found 1 CUDA devices id 0 b'GeForce GTX 1050 Ti with Max-Q Design' [SUPPORTED] compute capability: 6.1 pci device id: 0 pci bus id: 1 Summary: 1/1 devices are supported CUDA driver version : 10010 CUDA libraries: Finding cublas from System ERROR: can't locate lib Finding cusparse from System named libcusparse.so.10.3.0.243 Finding cufft from System named libcufft.so.10.1.1.243 Finding curand from System named libcurand.so.10.1.1.243 Finding nvvm from System nam...","Thanks for the report. I don't think there's a way to obtain this via pip, will add as a feature request. The package is available for download here: https://anaconda.org/numba/icc_rt Apologies, I've interpreted this incorrectly! There's obviously `icc_rt` from Intel Corp https://pypi.org/project/icc-rt/ accessible via pip. I cannot reproduce the above: ``` $ conda create -n _tmp_issue4713 python=3.7 Collecting package metadata (current_repodata.json): done Solving environment: done ==> WARNING: A newer version of conda exists. <== current version: 4.7.10 latest version: 4.7.12 Please update conda by running $ conda update -n base -c defaults conda ## Package Plan ## environment location: <anaconda3path>/envs/_tmp_issue4713 added / updated specs: - python=3.7 The following NEW packages will be INSTALLED: _libgcc_mutex pkgs/main/linux-64::_libgcc_mutex-0.1-main ca-certificates pkgs/main/linux-64::ca-certificates-2019.8.28-0 certifi pkgs/main/linux-64::certifi-2019.9.11-py37_0 libedit pkgs/main/linux-64::libedit-3.1.20181209-hc058e9b_0 libffi pkgs/main/linux-64::libffi-3.2.1-hd88cf55_4 libgcc-ng pkgs/main/linux-64::libgcc-ng-9.1.0-hdf63c60_0 libstdcxx-ng pkgs/main/linux-64::libstdcxx-ng-9.1.0-hdf63c60_0 ncurses pkgs/main/linux-64::ncurses-6.1-he6710b0_1 openssl pkgs/main/linux-64::openssl-1.1.1d-h7b6447c_2 pip pkgs/main/linux-64::pip-19.2.3-py37_0 python pkgs/main/linux-64::python-3.7.4-h265db76_1 readline pkgs/main/linux-64::readline-7.0-h7b6447c_5 setuptools pkgs/main/linux-64::setuptools-41.4.0-py37_0 sqlite pkgs/main/linux-64::sqlite-3.30.0-h7b6447c_0 tk pkgs/main/linux-64::tk-8.6.8-hbc83047_0 wheel pkgs/main/linux-64::wheel-0.33.6-py37_0 xz pkgs/main/linux-64::xz-5.2.4-h14c3975_4 zlib pkgs/main/linux-64::zlib-1.2.11-h7b6447c_3 Proceed ([y]/n)? y Preparing transact...",,,,,,
GNF-0052-c0b07407,jax-ml/jax,36886,https://github.com/jax-ml/jax/issues/36886,shard_map + grad produces unexpected results on multi-device,bug,"### Description I am observing inconsistent behavior when combining jax.shard_map with jax.grad across multiple devices. In particular, the output differs from the equivalent vmap computation whenever more than one device is used. Below is a minimal reproducible example: ``` import os os.environ[""JAX_PLATFORMS""] = ""cpu"" os.environ[""XLA_FLAGS""] = ""--xla_force_host_platform_device_count=2"" import jax import jax.numpy as jnp from jax.sharding import Mesh, PartitionSpec as P, NamedSharding from jax.experimental import mesh_utils print(""Devices ="", jax.devices()) print(""Device count ="", jax.device_count()) global_devices = mesh_utils.create_device_mesh((jax.device_count(),)) MESH = Mesh(global_devices, axis_names=(""devices"",)) DEVICE_SPEC = P(""devices"") REPLICATED_SPEC = P() DEVICE_SHARDING = NamedSharding(MESH, P(""devices"")) REPLICATED_SHARDING = NamedSharding(MESH, P()) def net(p, x): return jnp.dot(p, x.astype(float)) params = jnp.array([1.0, 2.0]) samples = jnp.array([[0, 1], [1, 1], [1, 0], [0, 0]]) def grad_fn(x): return jax.grad(lambda p, y: jnp.real(net(p, y)), argnums=0)(params, x) out_vmap = jax.vmap(grad_fn)(samples) print(""vmap:\n"", out_vmap) out_sh = jax.jit(jax.shard_map( jax.vmap(grad_fn), mesh=MESH, in_specs=DEVICE_SPEC, out_specs=DEVICE_SPEC ))(samples) print(""shard_map:\n"", out_sh) print(""same?"", jnp.allclose(out_vmap, out_sh)) ``` Output: ``` Devices = [CpuDevice(id=0), CpuDevice(id=1)] Device count = 2 vmap: [[0. 1.] [1. 1.] [1. 0.] [0. 0.]] shard_map: [[1. 1.] [1. 1.] [1. 1.] [1. 1.]] same? False ``` The issue disappears when using a single device. I tested the same code across multiple JAX versions: - jax==0.5.2: The results are correct (replacing jax.shard_map with jax.experimental.shard_map.shard_map) - jax==0.6.0: The code fails with the following...",,,,,,,
GNF-0053-9d7e3d51,pytorch/pytorch,121226,https://github.com/pytorch/pytorch/issues/121226,input_data.to produce inconsistent results,module: error checking|triaged|module: python frontend,"### 🐛 Describe the bug The initial vector is a float tensor containing NaN. After I convert it to int32 using `torch.Tensor.to`, it should still be NaN. I get the correct result on CPU, but on the GPU, I get 0. For the code on CPU: ``` input_data = torch.tensor([float('nan')]) different_input = input_data.to(dtype=torch.int32) print(different_input) ``` ,we get the right result: ``` tensor([-2147483648], dtype=torch.int32) ``` For the code on GPU: ``` input_data = torch.tensor([float('nan')]).cuda() different_input = input_data.to(dtype=torch.int32) print(different_input) ``` ,we get the wrong result: ``` tensor([0], device='cuda:0', dtype=torch.int32) ``` ### Versions Versions of relevant libraries: [pip3] numpy==1.24.4 [pip3] torch==2.2.1 [pip3] triton==2.2.0 [conda] numpy 1.24.4 pypi_0 pypi [conda] torch 2.2.1 pypi_0 pypi [conda] triton 2.2.0 pypi_0 pypi cc @malfet @albanD","This should be undefined behavior. Also see this discussion on numpy https://github.com/numpy/numpy/issues/21364. Ideally we would warn/error when this happens, but that would likely slow down the cast.",,,,,,
