expansion_id,repository,title,url,state,created_at,updated_at,github_labels,body_excerpt,primary_failure_label,secondary_cause_labels,is_true_numerical_failure,confidence,evidence_quote,notes,candidate_primary_failure,candidate_failure_labels,candidate_cause_labels,source_file

EGNF-0015-a88f40a3,cupy/cupy,`%gpu_timeit` magic not ideal for very fast timings,https://github.com/cupy/cupy/issues/9856,open,2026-04-08T16:37:59Z,2026-04-20T14:37:12Z,cat:enhancement|prio:medium,"### Description  I am  new to CuPy and I might be doing something wrong here.  If not, there seems to be a large difference in the benchmark times reported by the benchmark utility vs the IPython magic equivalent.  ### To Reproduce  Here is what I am getting with the benchmark utility (used in Jupyter):  ```py def mse_fn(y_true, y_pred): 	mse_out = cp.mean((y_true - y_pred)**2) 	return mse_out  y_true = cp.array([1.0, 2.5, 3.5, 3.0], dtype=cp.float32) y_pred = cp.array([1.5, 2.0, 3.5, 4.0], dtype=cp.float32)  print(benchmark(mse_fn, (y_true, y_pred), n_warmup=5, n_repeat=100)) ```  ``` mse_fn              :    CPU:    90.796 us   +/- 141.655 (min:    72.086 / max:  1498.846) us     GPU-0:    96.123 us   +/- 141.797 (min:    75.776 / max:  1505.280) us ```  And what I am getting with the IP",dtype_casting,hardware_backend,yes,low,,AI/candidate prefill only; human must verify label and add evidence before this row can become gold.,dtype_casting,dtype_casting|performance_only,hardware_backend,cupy_dtype_issues.json

EGNF-0016-9b65b05e,jax-ml/jax,lstsq is inaccurate,https://github.com/jax-ml/jax/issues/11433,open,2022-07-10T16:30:09Z,2022-08-25T16:46:30Z,bug,"`jax.numpy.linalg.lstsq` seems to be much less accurate than `numpy.linalg.lstsq`. I was trying to implement a random perspective transform inspired by [torchvision](https://github.com/pytorch/vision/blob/0e688ce085392e748467d0858dd5d7af0f21ee9c/torchvision/transforms/functional.py#L630). One of the steps is to find a least-squares solution of `a @ x = b`.
 
 Both in NumPy and PyTorch (using the right args), I am able to get a sufficiently-accurate answer. However, the results from JAX are unusable for me. Here is a specific example that I was trying to solve:
 
 ```python
 import numpy as np
 import jax.numpy as jp
 
 # data
 a = jp.array([[122, 1141, 1, 0, 0, 0, 0, 0],
               [0, 0, 0, 122, 1141, 1, -156536, -1459977],
               [686, 1209, 1, 0, 0, 0, -493286, -869838],
   ",dtype_casting,async_race_ordering|hardware_backend|reduction_accumulation,yes,low,,AI/candidate prefill only; human must verify label and add evidence before this row can become gold.,dtype_casting,dtype_casting,async_race_ordering|hardware_backend|reduction_accumulation,jax_cuda_precision.json

EGNF-0017-6aa52f35,jax-ml/jax,cuSolver internal error: RuntimeError: jaxlib/cuda/cusolver_kernels.cc:45,https://github.com/jax-ml/jax/issues/12846,open,2022-10-18T05:28:51Z,2022-10-19T00:46:09Z,bug|needs info|NVIDIA GPU,"### Description  When running the jax on GPU, I got error:
 ```
 ---------------------------------------------------------------------------
 KeyError                                  Traceback (most recent call last)
 ~/miniconda3/envs/p37/lib/python3.7/site-packages/jax/interpreters/mlir.py in _lower_jaxpr_to_fun_cached(ctx, fn_name, call_jaxpr, effects)
    1118     try:
 -> 1119       func_op = ctx.cached_call_jaxpr_lowerings[key]
    1120     except KeyError:
 
 KeyError: ('eigh', { lambda ; a:f32[1,214,4,4]. let
     b:f32[1,214,4,4] = transpose[permutation=(0, 1, 3, 2)] a
     c:f32[1,214,4,4] = add a b
     d:f32[1,214,4,4] = div c 2.0
     e:f32[1,214,4,4] f:f32[1,214,4] = eigh[lower=True sort_eigenvalues=True] d
   in (f, e) }, ())
 
 During handling of the above exception, anoth",dtype_casting,hardware_backend,yes,low,,AI/candidate prefill only; human must verify label and add evidence before this row can become gold.,dtype_casting,dtype_casting|crash_compile,hardware_backend,jax_cuda_dtype.json

EGNF-0018-0cf3edbf,jax-ml/jax,`roll` incorrect if jit-compiled on GPU with 64-bit mode,https://github.com/jax-ml/jax/issues/13271,closed,2022-11-16T07:46:14Z,2024-02-28T21:02:00Z,bug|NVIDIA GPU,"### Description  For arrays of length `2^n` (tested 4, 8, 16, and 64), `roll` gives different results before and after applying `jit`.
 This behavior appears only on the GPU in 64-bit mode and depends on the CUDA/cuDNN version.
 I can't tell if this is a problem with JAX, some underlying library, or possibly a faulty installation.
 
 In 64bit mode:
 ```python
 from jax.config import config
 config.update(""jax_enable_x64"", True)
 import jax
 import jax.numpy as jnp
 
 def roll(arr, index):
     return jnp.roll(arr, -index)
 ```
  `roll` gives different results before and after `jit`:
 ```python
 >>> roll(l, 1)
 DeviceArray([1, 2, 3, 4, 5, 6, 7, 0], dtype=int64)
 >>> jax.jit(roll)(l, 1)
 DeviceArray([7, 0, 1, 2, 3, 4, 5, 6], dtype=int64)
 ```
 
 I found this behavior with two different machi",dtype_casting,hardware_backend,yes,low,,AI/candidate prefill only; human must verify label and add evidence before this row can become gold.,dtype_casting,dtype_casting,hardware_backend,jax_cuda_incorrect.json

EGNF-0019-ae96b301,jax-ml/jax,"""None of the algorithms provided by cuDNN heuristics worked"" for Ampere NV GPUs",https://github.com/jax-ml/jax/issues/17523,open,2023-09-08T19:45:23Z,2023-11-21T04:27:50Z,bug|XLA|needs info|NVIDIA GPU,"### Description
 
 I'm training learned optimizers using Jax and a custom version of https://github.com/google/learned_optimization. I get the following warnings when training on Ampere GPUs (tested for RTX 3090 and A6000), however, no warning message appears when using an RTX2080ti or an RTX8000 GPU.  I'm listing this as an issue since the **training is much slower (2x or more) on ampere GPUs** than their predecessors, which should not be the case. 
 ```
 2023-09-07 03:07:57.541957: W external/xla/xla/service/gpu/gpu_conv_algorithm_picker.cc:779] None of the algorithms provided by cuDNN heuristics worked; trying fallback algorithms.                                     
 2023-09-07 03:07:57.541994: W external/xla/xla/service/gpu/gpu_conv_algorithm_picker.cc:782] Conv: (f32[3,2048,3,3]{3,2,",dtype_casting,compiler_codegen|hardware_backend|reduction_accumulation,yes,low,,AI/candidate prefill only; human must verify label and add evidence before this row can become gold.,dtype_casting,dtype_casting|performance_only,compiler_codegen|hardware_backend|reduction_accumulation,jax_cuda_dtype.json

EGNF-0020-44da768e,jax-ml/jax,simple pallas kernel hangs when input size exceeds some threshold,https://github.com/jax-ml/jax/issues/21282,open,2024-05-17T14:17:51Z,2025-02-05T09:35:26Z,bug|pallas,"### Description
 
 The following simple pallas kernel that copies an array hangs indefinitely:
 
 ```python
 import jax
 import jax.numpy as jnp
 from jax.experimental import pallas as pl
 
 def copy_kernel(
     src,
     dst
 ):
     def body(i, carry):
         dst[i] = src[i]
         return carry
 
     _ = jax.lax.fori_loop(
         lower=0,
         upper=src.shape[0],
         body_fun=body,
         init_val=None
     )
 
 @jax.jit
 @jax.vmap
 def copy_func(src):
 
     func = pl.pallas_call(
         f=copy_kernel,
         out_shape=jax.ShapeDtypeStruct(src.shape, src.dtype)
     )
 
     dst = func(src)
     return dst
 
 
 if __name__ == '__main__':
     batch_size = 2 ** 16
     seq_length = 2 ** 16
     dtype = jnp.float32
     # dtype = jnp.bfloat16
     src = jnp.zeros((b",dtype_casting,compiler_codegen|hardware_backend,yes,low,,AI/candidate prefill only; human must verify label and add evidence before this row can become gold.,dtype_casting,dtype_casting|crash_compile|performance_only,compiler_codegen|hardware_backend,jax_cuda_dtype.json

EGNF-0021-96beee71,jax-ml/jax,All-gather performed in fp32 instead of bf16 despite explicit datatype conversion,https://github.com/jax-ml/jax/issues/23543,open,2024-09-10T15:42:50Z,2025-01-16T04:45:27Z,bug,"### Description  Hi, I've implemented RoPE along with llama-3.1-style context parallelism in JAX. In this setup each GPU gets its own chunk of sequence, calculates query, key and value for sequence chunk independently. Then, all-gather is performed for key and value tensors so each GPU can calculate attention for its own query chunk. 
 
 After calculating query and key, I'm applying RoPE to them, which is embarrassingly parallel over sequence dimension. During RoPE calculation, query and key temporarily converted to fp32 and converted back to bf16 when calculation is done. One problem I'm facing right now is that instead of first converting chunk of K, V to bf16 independently on each device and then performing all-gather, JAX/XLA reorders them so all-gather is performed on fp32 tensors and",dtype_casting,compiler_codegen|hardware_backend|reduction_accumulation,yes,low,,AI/candidate prefill only; human must verify label and add evidence before this row can become gold.,dtype_casting,dtype_casting|performance_only,compiler_codegen|hardware_backend|reduction_accumulation,jax_cuda_dtype.json

EGNF-0022-70f9e068,jax-ml/jax,Errors when cusotmizing matrix-vector multiplication using ``pallas``,https://github.com/jax-ml/jax/issues/24142,open,2024-10-05T14:58:32Z,2024-10-07T09:06:17Z,bug|pallas,"### Description  The source code:
 
 ```python
 import os
 
 os.environ['XLA_PYTHON_CLIENT_MEM_FRACTION'] = '0.99'
 os.environ['JAX_TRACEBACK_FILTERING'] = 'off'
 
 from functools import partial
 import brainstate as bst
 import jax
 import jax.experimental.pallas as pl
 import jax.numpy as jnp
 
 
 def _matvec_kernel(
     v_ref,  # vector, [m, ]
     m_ref,  # matrix, [m, block_size]
     o_ref,  # output, [block_size]
     *,
     block_size: int = 128,
 ):
   acc = jnp.zeros((block_size,), dtype=o_ref.dtype)
   for i_k in range(0, m_ref.shape[0], block_size):
     x = pl.load(v_ref, (pl.dslice(i_k, block_size)))
     y = pl.load(m_ref, (pl.dslice(i_k, block_size), pl.dslice(None)))
     acc = acc + jnp.matmul(x, y).astype(acc.dtype)
   pl.store(o_ref, pl.dslice(None), acc)
 
 
 @partia",dtype_casting,compiler_codegen|hardware_backend|reduction_accumulation,yes,low,,AI/candidate prefill only; human must verify label and add evidence before this row can become gold.,dtype_casting,dtype_casting|crash_compile,compiler_codegen|hardware_backend|reduction_accumulation,jax_cuda_dtype.json

EGNF-0023-972459a7,jax-ml/jax,"On import of package using jax: ""jaxlib.xla_extension.XlaRuntimeError: FAILED_PRECONDITION: DNN library initialization failed. Look at the errors above for more details""",https://github.com/jax-ml/jax/issues/28752,closed,2025-05-14T19:49:54Z,2025-05-23T21:15:26Z,bug,"### Description  When I import a package (i.e. import keypoint_moseq) that itself uses jax, I receive an error initializing DNN library. Here is the full traceback:  ``` E0514 15:42:22.522887 3766360 cuda_dnn.cc:532] Could not create cudnn handle: CUDNN_STATUS_INTERNAL_ERROR E0514 15:42:22.536489 3766360 cuda_dnn.cc:536] Memory usage: 16601251840 bytes free, 16928342016 bytes total. E0514 15:42:22.584472 3766360 cuda_dnn.cc:532] Could not create cudnn handle: CUDNN_STATUS_INTERNAL_ERROR E0514 15:42:22.584506 3766360 cuda_dnn.cc:536] Memory usage: 16601251840 bytes free, 16928342016 bytes total. E0514 15:42:29.663750 3766360 cuda_dnn.cc:532] Could not create cudnn handle: CUDNN_STATUS_INTERNAL_ERROR E0514 15:42:29.663801 3766360 cuda_dnn.cc:536] Memory usage: 16601251840 bytes free, 1692834",dtype_casting,async_race_ordering|hardware_backend,yes,low,,AI/candidate prefill only; human must verify label and add evidence before this row can become gold.,dtype_casting,dtype_casting|crash_compile,async_race_ordering|hardware_backend,jax_cuda_nan.json

EGNF-0024-5bed957c,jax-ml/jax,jax.nn.dot_product_attention(...implementation='cudnn') fails due to incorrect loading of libnvrtc,https://github.com/jax-ml/jax/issues/29260,open,2025-06-05T11:01:12Z,2025-06-13T20:51:11Z,bug,"### Description  When using `jax.nn.dot_product_attention(...implementation='cudnn')`, I have failures due to `libnvrtc` not being found correctly.  Below is a script that will fail if `LD_LIBRARY_PATHS` does not contain a valid path to cuda_nvrtc libs. (e.g. `LD_LIBRARY_PATH=/xyz/.venv/lib/python3.11/site-packages/nvidia/cuda_nvrtc/lib/`)  ```python import jax import jax.numpy as jnp  @jax.jit def fn(q,k,v):     return jax.nn.dot_product_attention(         query=q,         key=k,         value=v,         implementation='cudnn',     )   key = jax.random.key(0) configurations = [     (1, 4096, 16, 32), ] for batch,seqlen, heads, head_dim in configurations:     q = jax.random.normal(key, (batch, seqlen, heads, head_dim), dtype=jnp.bfloat16)     k = jax.random.normal(key, (batch, seqlen, head",dtype_casting,compiler_codegen|hardware_backend,yes,low,,AI/candidate prefill only; human must verify label and add evidence before this row can become gold.,dtype_casting,dtype_casting|crash_compile,compiler_codegen|hardware_backend,jax_cuda_incorrect.json

EGNF-0025-444d92dc,jax-ml/jax,GPU lowering without device fails again,https://github.com/jax-ml/jax/issues/32610,open,2025-10-14T14:32:13Z,2026-01-05T23:12:27Z,bug|NVIDIA GPU,"### Description  This is mostly a repeat from #28376 and #23971.  I want to compile a jitted function for GPUs on a device that doesn't have any GPUs (unlike those issues, I don't really care about exporting the serialized executable, I want to debug memory usage and optimizations instead).  So installing `jax[cuda12]` and doing something similar to those issues should be enough: (same is true for cuda13)  ```python import jax import jax.numpy as jnp from jax.experimental import topologies  h100_gpu_target_config = """""" gpu_device_info {   threads_per_block_limit: 1024   threads_per_warp: 32   shared_memory_per_block: 49152   shared_memory_per_core: 233472   threads_per_core_limit: 2048   core_count: 132   fpus_per_core: 128   block_dim_limit_x: 2147483647   block_dim_limit_y: 65535   block",dtype_casting,compiler_codegen|hardware_backend,yes,low,,AI/candidate prefill only; human must verify label and add evidence before this row can become gold.,dtype_casting,dtype_casting|performance_only,compiler_codegen|hardware_backend,jax_cuda_dtype.json
